"dataset","ceil_fishash","ceil_fishashplus"
"replogle-rd7",4,2
"replogle-rd7",7,2
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",10,3
"replogle-rd7",8,2
"replogle-rd7",2,1
"replogle-rd7",5,2
"replogle-rd7",3,2
"replogle-rd7",3,1
"replogle-rd7",10,3
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",4,2
"replogle-rd7",7,2
"replogle-rd7",6,3
"replogle-rd7",5,3
"replogle-rd7",17,4
"replogle-rd7",3,2
"replogle-rd7",5,2
"replogle-rd7",17,4
"replogle-rd7",6,2
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",8,2
"replogle-rd7",3,2
"replogle-rd7",8,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",7,3
"replogle-rd7",13,3
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",12,3
"replogle-rd7",2,1
"replogle-rd7",3,2
"replogle-rd7",7,2
"replogle-rd7",13,3
"replogle-rd7",23,3
"replogle-rd7",6,3
"replogle-rd7",10,3
"replogle-rd7",4,1
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",3,2
"replogle-rd7",12,3
"replogle-rd7",2,1
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",8,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",8,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",3,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",10,2
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",16,3
"replogle-rd7",3,1
"replogle-rd7",8,3
"replogle-rd7",7,2
"replogle-rd7",8,2
"replogle-rd7",4,2
"replogle-rd7",7,2
"replogle-rd7",7,3
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",13,3
"replogle-rd7",11,3
"replogle-rd7",3,2
"replogle-rd7",7,2
"replogle-rd7",8,3
"replogle-rd7",16,3
"replogle-rd7",7,2
"replogle-rd7",7,2
"replogle-rd7",9,2
"replogle-rd7",3,1
"replogle-rd7",4,2
"replogle-rd7",11,3
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",8,3
"replogle-rd7",2,1
"replogle-rd7",11,2
"replogle-rd7",7,3
"replogle-rd7",8,3
"replogle-rd7",5,2
"replogle-rd7",7,3
"replogle-rd7",5,2
"replogle-rd7",10,3
"replogle-rd7",7,2
"replogle-rd7",14,3
"replogle-rd7",17,3
"replogle-rd7",8,2
"replogle-rd7",6,2
"replogle-rd7",8,3
"replogle-rd7",5,2
"replogle-rd7",6,3
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",7,2
"replogle-rd7",9,2
"replogle-rd7",8,2
"replogle-rd7",8,2
"replogle-rd7",2,2
"replogle-rd7",5,2
"replogle-rd7",9,3
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",11,3
"replogle-rd7",4,2
"replogle-rd7",8,2
"replogle-rd7",6,2
"replogle-rd7",7,3
"replogle-rd7",4,2
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",9,3
"replogle-rd7",4,2
"replogle-rd7",7,2
"replogle-rd7",2,1
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",4,1
"replogle-rd7",5,2
"replogle-rd7",10,3
"replogle-rd7",8,2
"replogle-rd7",10,2
"replogle-rd7",3,2
"replogle-rd7",7,3
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",3,2
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",8,2
"replogle-rd7",4,2
"replogle-rd7",17,3
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",5,3
"replogle-rd7",9,2
"replogle-rd7",6,2
"replogle-rd7",3,1
"replogle-rd7",10,3
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",8,2
"replogle-rd7",14,3
"replogle-rd7",8,2
"replogle-rd7",12,2
"replogle-rd7",2,2
"replogle-rd7",6,2
"replogle-rd7",9,3
"replogle-rd7",3,2
"replogle-rd7",10,2
"replogle-rd7",10,3
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",7,2
"replogle-rd7",9,2
"replogle-rd7",10,2
"replogle-rd7",7,3
"replogle-rd7",6,3
"replogle-rd7",4,2
"replogle-rd7",16,3
"replogle-rd7",9,3
"replogle-rd7",4,1
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",15,3
"replogle-rd7",3,2
"replogle-rd7",6,2
"replogle-rd7",16,3
"replogle-rd7",4,2
"replogle-rd7",9,2
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",9,3
"replogle-rd7",9,3
"replogle-rd7",10,3
"replogle-rd7",4,2
"replogle-rd7",11,3
"replogle-rd7",11,3
"replogle-rd7",7,2
"replogle-rd7",3,2
"replogle-rd7",12,3
"replogle-rd7",3,2
"replogle-rd7",7,2
"replogle-rd7",2,2
"replogle-rd7",3,2
"replogle-rd7",2,2
"replogle-rd7",5,2
"replogle-rd7",10,3
"replogle-rd7",6,2
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",3,2
"replogle-rd7",10,3
"replogle-rd7",14,2
"replogle-rd7",10,2
"replogle-rd7",7,2
"replogle-rd7",3,2
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",3,1
"replogle-rd7",1,1
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",16,2
"replogle-rd7",3,2
"replogle-rd7",12,2
"replogle-rd7",13,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",7,3
"replogle-rd7",9,3
"replogle-rd7",3,2
"replogle-rd7",9,3
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",10,2
"replogle-rd7",12,3
"replogle-rd7",3,2
"replogle-rd7",6,2
"replogle-rd7",19,3
"replogle-rd7",4,2
"replogle-rd7",8,3
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",2,2
"replogle-rd7",5,2
"replogle-rd7",2,2
"replogle-rd7",9,2
"replogle-rd7",8,2
"replogle-rd7",17,3
"replogle-rd7",5,1
"replogle-rd7",6,2
"replogle-rd7",12,2
"replogle-rd7",6,2
"replogle-rd7",18,3
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",14,3
"replogle-rd7",9,2
"replogle-rd7",3,3
"replogle-rd7",18,3
"replogle-rd7",20,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",2,2
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",9,3
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",2,2
"replogle-rd7",12,3
"replogle-rd7",18,3
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",4,1
"replogle-rd7",11,3
"replogle-rd7",2,2
"replogle-rd7",3,1
"replogle-rd7",5,2
"replogle-rd7",7,2
"replogle-rd7",10,3
"replogle-rd7",25,3
"replogle-rd7",16,2
"replogle-rd7",8,2
"replogle-rd7",3,2
"replogle-rd7",3,2
"replogle-rd7",27,4
"replogle-rd7",66,6
"replogle-rd7",25,4
"replogle-rd7",5,2
"replogle-rd7",10,2
"replogle-rd7",17,3
"replogle-rd7",5,2
"replogle-rd7",7,3
"replogle-rd7",6,2
"replogle-rd7",10,2
"replogle-rd7",8,2
"replogle-rd7",8,2
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",10,3
"replogle-rd7",10,3
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",7,2
"replogle-rd7",7,2
"replogle-rd7",19,3
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",3,1
"replogle-rd7",4,2
"replogle-rd7",5,3
"replogle-rd7",8,3
"replogle-rd7",5,1
"replogle-rd7",5,2
"replogle-rd7",9,3
"replogle-rd7",14,3
"replogle-rd7",7,3
"replogle-rd7",8,3
"replogle-rd7",12,3
"replogle-rd7",10,3
"replogle-rd7",9,3
"replogle-rd7",8,3
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",2,2
"replogle-rd7",6,2
"replogle-rd7",8,2
"replogle-rd7",9,2
"replogle-rd7",7,3
"replogle-rd7",7,3
"replogle-rd7",3,2
"replogle-rd7",10,2
"replogle-rd7",4,2
"replogle-rd7",10,2
"replogle-rd7",8,3
"replogle-rd7",6,2
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",11,3
"replogle-rd7",10,4
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",12,2
"replogle-rd7",6,2
"replogle-rd7",5,2
"replogle-rd7",34,5
"replogle-rd7",5,3
"replogle-rd7",9,2
"replogle-rd7",5,2
"replogle-rd7",4,3
"replogle-rd7",10,2
"replogle-rd7",6,3
"replogle-rd7",4,1
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",6,3
"replogle-rd7",12,4
"replogle-rd7",10,2
"replogle-rd7",7,3
"replogle-rd7",13,2
"replogle-rd7",11,2
"replogle-rd7",8,2
"replogle-rd7",2,2
"replogle-rd7",11,2
"replogle-rd7",11,3
"replogle-rd7",7,2
"replogle-rd7",4,1
"replogle-rd7",5,2
"replogle-rd7",9,3
"replogle-rd7",5,2
"replogle-rd7",7,3
"replogle-rd7",2,1
"replogle-rd7",2,2
"replogle-rd7",5,2
"replogle-rd7",20,3
"replogle-rd7",7,3
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",17,2
"replogle-rd7",7,2
"replogle-rd7",4,1
"replogle-rd7",8,2
"replogle-rd7",3,2
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",7,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",8,2
"replogle-rd7",11,2
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",13,4
"replogle-rd7",8,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",8,3
"replogle-rd7",5,2
"replogle-rd7",2,1
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",8,3
"replogle-rd7",7,3
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",7,2
"replogle-rd7",9,2
"replogle-rd7",3,2
"replogle-rd7",10,2
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",9,2
"replogle-rd7",4,2
"replogle-rd7",2,2
"replogle-rd7",5,2
"replogle-rd7",3,2
"replogle-rd7",7,2
"replogle-rd7",3,2
"replogle-rd7",8,3
"replogle-rd7",13,3
"replogle-rd7",4,2
"replogle-rd7",3,1
"replogle-rd7",11,2
"replogle-rd7",11,3
"replogle-rd7",9,2
"replogle-rd7",2,1
"replogle-rd7",3,1
"replogle-rd7",13,2
"replogle-rd7",12,2
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",7,3
"replogle-rd7",8,2
"replogle-rd7",4,2
"replogle-rd7",4,1
"replogle-rd7",7,2
"replogle-rd7",8,2
"replogle-rd7",8,2
"replogle-rd7",2,1
"replogle-rd7",7,2
"replogle-rd7",2,1
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",2,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",1,1
"replogle-rd7",6,2
"replogle-rd7",5,2
"replogle-rd7",12,2
"replogle-rd7",13,2
"replogle-rd7",3,1
"replogle-rd7",6,3
"replogle-rd7",2,2
"replogle-rd7",14,2
"replogle-rd7",7,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",8,3
"replogle-rd7",7,2
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",6,3
"replogle-rd7",7,2
"replogle-rd7",7,2
"replogle-rd7",3,2
"replogle-rd7",9,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",44,5
"replogle-rd7",8,2
"replogle-rd7",7,2
"replogle-rd7",2,1
"replogle-rd7",7,3
"replogle-rd7",4,2
"replogle-rd7",3,1
"replogle-rd7",21,4
"replogle-rd7",10,3
"replogle-rd7",15,3
"replogle-rd7",2,1
"replogle-rd7",20,3
"replogle-rd7",17,3
"replogle-rd7",5,2
"replogle-rd7",8,2
"replogle-rd7",7,2
"replogle-rd7",10,2
"replogle-rd7",3,2
"replogle-rd7",13,3
"replogle-rd7",9,2
"replogle-rd7",2,1
"replogle-rd7",13,3
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",4,1
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",8,2
"replogle-rd7",9,3
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",17,3
"replogle-rd7",6,2
"replogle-rd7",6,3
"replogle-rd7",13,2
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",2,2
"replogle-rd7",7,2
"replogle-rd7",4,2
"replogle-rd7",13,3
"replogle-rd7",8,2
"replogle-rd7",12,3
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",8,2
"replogle-rd7",5,2
"replogle-rd7",9,3
"replogle-rd7",6,3
"replogle-rd7",5,3
"replogle-rd7",10,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",2,1
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",9,2
"replogle-rd7",2,1
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",8,3
"replogle-rd7",10,3
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",10,3
"replogle-rd7",2,1
"replogle-rd7",6,3
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",9,3
"replogle-rd7",10,3
"replogle-rd7",5,2
"replogle-rd7",2,2
"replogle-rd7",2,1
"replogle-rd7",3,2
"replogle-rd7",8,2
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",16,2
"replogle-rd7",6,2
"replogle-rd7",5,1
"replogle-rd7",9,2
"replogle-rd7",7,2
"replogle-rd7",2,2
"replogle-rd7",3,2
"replogle-rd7",2,2
"replogle-rd7",8,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",10,2
"replogle-rd7",7,2
"replogle-rd7",7,3
"replogle-rd7",5,2
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",10,2
"replogle-rd7",19,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",1,1
"replogle-rd7",18,4
"replogle-rd7",12,3
"replogle-rd7",5,2
"replogle-rd7",2,1
"replogle-rd7",9,2
"replogle-rd7",7,2
"replogle-rd7",2,1
"replogle-rd7",8,3
"replogle-rd7",9,3
"replogle-rd7",10,3
"replogle-rd7",7,3
"replogle-rd7",7,2
"replogle-rd7",8,3
"replogle-rd7",6,2
"replogle-rd7",12,3
"replogle-rd7",6,2
"replogle-rd7",24,4
"replogle-rd7",4,2
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",4,2
"replogle-rd7",8,2
"replogle-rd7",13,3
"replogle-rd7",9,2
"replogle-rd7",15,3
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",9,2
"replogle-rd7",7,2
"replogle-rd7",11,4
"replogle-rd7",14,2
"replogle-rd7",3,1
"replogle-rd7",8,3
"replogle-rd7",4,2
"replogle-rd7",7,2
"replogle-rd7",3,1
"replogle-rd7",4,2
"replogle-rd7",2,1
"replogle-rd7",14,3
"replogle-rd7",3,1
"replogle-rd7",4,1
"replogle-rd7",15,3
"replogle-rd7",7,2
"replogle-rd7",12,3
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",2,1
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",6,2
"replogle-rd7",15,3
"replogle-rd7",9,2
"replogle-rd7",3,1
"replogle-rd7",10,3
"replogle-rd7",1,1
"replogle-rd7",2,1
"replogle-rd7",3,1
"replogle-rd7",2,1
"replogle-rd7",2,1
"replogle-rd7",4,1
"replogle-rd7",2,1
"replogle-rd7",2,1
"replogle-rd7",14,2
"replogle-rd7",4,2
"replogle-rd7",23,2
"replogle-rd7",6,1
"replogle-rd7",9,2
"replogle-rd7",3,2
"replogle-rd7",5,2
"replogle-rd7",7,3
"replogle-rd7",17,3
"replogle-rd7",19,2
"replogle-rd7",7,3
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",11,2
"replogle-rd7",8,2
"replogle-rd7",8,2
"replogle-rd7",9,3
"replogle-rd7",21,3
"replogle-rd7",9,2
"replogle-rd7",10,3
"replogle-rd7",3,2
"replogle-rd7",8,3
"replogle-rd7",5,2
"replogle-rd7",2,1
"replogle-rd7",3,2
"replogle-rd7",7,2
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",3,2
"replogle-rd7",5,2
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",14,3
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",9,3
"replogle-rd7",11,3
"replogle-rd7",3,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",53,5
"replogle-rd7",3,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",7,3
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",3,2
"replogle-rd7",2,1
"replogle-rd7",4,2
"replogle-rd7",9,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",3,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",10,2
"replogle-rd7",7,3
"replogle-rd7",5,3
"replogle-rd7",10,3
"replogle-rd7",4,2
"replogle-rd7",13,2
"replogle-rd7",9,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",10,3
"replogle-rd7",8,2
"replogle-rd7",6,2
"replogle-rd7",5,2
"replogle-rd7",8,2
"replogle-rd7",9,2
"replogle-rd7",7,2
"replogle-rd7",11,2
"replogle-rd7",8,3
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",10,2
"replogle-rd7",6,2
"replogle-rd7",2,1
"replogle-rd7",3,1
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",9,3
"replogle-rd7",7,3
"replogle-rd7",8,2
"replogle-rd7",3,1
"replogle-rd7",4,2
"replogle-rd7",12,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",7,2
"replogle-rd7",8,3
"replogle-rd7",5,2
"replogle-rd7",6,1
"replogle-rd7",5,2
"replogle-rd7",11,2
"replogle-rd7",10,3
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",4,1
"replogle-rd7",3,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",10,2
"replogle-rd7",4,2
"replogle-rd7",9,2
"replogle-rd7",11,2
"replogle-rd7",11,2
"replogle-rd7",9,3
"replogle-rd7",3,1
"replogle-rd7",4,2
"replogle-rd7",3,1
"replogle-rd7",11,3
"replogle-rd7",4,2
"replogle-rd7",2,1
"replogle-rd7",7,3
"replogle-rd7",4,2
"replogle-rd7",9,3
"replogle-rd7",4,2
"replogle-rd7",8,2
"replogle-rd7",9,2
"replogle-rd7",3,2
"replogle-rd7",7,3
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",8,3
"replogle-rd7",5,2
"replogle-rd7",3,2
"replogle-rd7",6,2
"replogle-rd7",7,3
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",8,2
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",3,2
"replogle-rd7",15,3
"replogle-rd7",4,2
"replogle-rd7",11,3
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",3,1
"replogle-rd7",6,2
"replogle-rd7",5,2
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",5,3
"replogle-rd7",3,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",9,2
"replogle-rd7",7,2
"replogle-rd7",13,4
"replogle-rd7",6,2
"replogle-rd7",12,2
"replogle-rd7",12,3
"replogle-rd7",2,1
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",9,2
"replogle-rd7",15,3
"replogle-rd7",7,3
"replogle-rd7",7,2
"replogle-rd7",2,1
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",8,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",4,1
"replogle-rd7",4,1
"replogle-rd7",6,2
"replogle-rd7",12,2
"replogle-rd7",8,2
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",28,3
"replogle-rd7",5,2
"replogle-rd7",9,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",9,2
"replogle-rd7",11,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",2,2
"replogle-rd7",10,2
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",12,3
"replogle-rd7",8,2
"replogle-rd7",4,2
"replogle-rd7",12,2
"replogle-rd7",6,1
"replogle-rd7",6,2
"replogle-rd7",17,2
"replogle-rd7",11,2
"replogle-rd7",13,2
"replogle-rd7",7,3
"replogle-rd7",11,3
"replogle-rd7",5,2
"replogle-rd7",7,3
"replogle-rd7",3,1
"replogle-rd7",9,2
"replogle-rd7",4,1
"replogle-rd7",11,3
"replogle-rd7",3,1
"replogle-rd7",5,2
"replogle-rd7",9,2
"replogle-rd7",5,2
"replogle-rd7",3,1
"replogle-rd7",9,3
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",3,2
"replogle-rd7",3,2
"replogle-rd7",8,2
"replogle-rd7",5,2
"replogle-rd7",3,1
"replogle-rd7",11,3
"replogle-rd7",8,2
"replogle-rd7",6,2
"replogle-rd7",20,3
"replogle-rd7",7,2
"replogle-rd7",7,2
"replogle-rd7",5,1
"replogle-rd7",7,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",9,2
"replogle-rd7",4,1
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",2,2
"replogle-rd7",3,2
"replogle-rd7",2,1
"replogle-rd7",1,1
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",7,2
"replogle-rd7",8,2
"replogle-rd7",16,3
"replogle-rd7",3,2
"replogle-rd7",10,2
"replogle-rd7",7,2
"replogle-rd7",5,2
"replogle-rd7",8,3
"replogle-rd7",7,2
"replogle-rd7",11,2
"replogle-rd7",3,1
"replogle-rd7",3,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",9,2
"replogle-rd7",6,2
"replogle-rd7",12,2
"replogle-rd7",11,2
"replogle-rd7",1,1
"replogle-rd7",9,2
"replogle-rd7",10,2
"replogle-rd7",7,2
"replogle-rd7",3,1
"replogle-rd7",11,2
"replogle-rd7",5,2
"replogle-rd7",4,2
"replogle-rd7",10,3
"replogle-rd7",7,2
"replogle-rd7",4,2
"replogle-rd7",12,2
"replogle-rd7",11,3
"replogle-rd7",2,1
"replogle-rd7",6,2
"replogle-rd7",8,2
"replogle-rd7",3,1
"replogle-rd7",5,1
"replogle-rd7",3,1
"replogle-rd7",4,2
"replogle-rd7",18,2
"replogle-rd7",6,2
"replogle-rd7",5,1
"replogle-rd7",11,3
"replogle-rd7",5,2
"replogle-rd7",10,2
"replogle-rd7",6,2
"replogle-rd7",5,2
"replogle-rd7",9,2
"replogle-rd7",8,2
"replogle-rd7",4,2
"replogle-rd7",6,2
"replogle-rd7",3,2
"replogle-rd7",10,2
"replogle-rd7",2,2
"replogle-rd7",8,2
"replogle-rd7",3,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",10,3
"replogle-rd7",6,2
"replogle-rd7",2,1
"replogle-rd7",6,2
"replogle-rd7",2,1
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",3,1
"replogle-rd7",8,2
"replogle-rd7",7,2
"replogle-rd7",9,2
"replogle-rd7",9,1
"replogle-rd7",5,2
"replogle-rd7",5,2
"replogle-rd7",3,2
"replogle-rd7",11,2
"replogle-rd7",11,3
"replogle-rd7",4,2
"replogle-rd7",14,3
"replogle-rd7",2,1
"replogle-rd7",5,2
"replogle-rd7",3,1
"replogle-rd7",6,2
"replogle-rd7",14,3
"replogle-rd7",9,3
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",3,1
"replogle-rd7",18,2
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",9,3
"replogle-rd7",11,2
"replogle-rd7",12,3
"replogle-rd7",7,2
"replogle-rd7",2,1
"replogle-rd7",5,2
"replogle-rd7",3,2
"replogle-rd7",5,2
"replogle-rd7",7,2
"replogle-rd7",3,1
"replogle-rd7",3,2
"replogle-rd7",3,2
"replogle-rd7",2,1
"replogle-rd7",10,2
"replogle-rd7",29,4
"replogle-rd7",7,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",10,2
"replogle-rd7",10,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",8,3
"replogle-rd7",4,2
"replogle-rd7",9,2
"replogle-rd7",5,2
"replogle-rd7",2,2
"replogle-rd7",2,2
"replogle-rd7",3,2
"replogle-rd7",2,1
"replogle-rd7",7,3
"replogle-rd7",5,2
"replogle-rd7",6,2
"replogle-rd7",6,2
"replogle-rd7",4,2
"replogle-rd7",5,2
"replogle-rd7",9,3
"replogle-rd7",2,1
"replogle-rd7",2,1
"replogle-rd7",13,2
"replogle-rd7",10,3
"replogle-rd7",4,2
"replogle-rd7",4,2
"replogle-rd7",3,2
"replogle-rd7",6,2
"replogle-rd7",7,2
"replogle-rd7",4,2
"replogle-rd7",9,3
"replogle-rd7",5,2
